 carTrackSensors7, carTrackSensors9, carTrackSensors11, carAngleToTrack, carTrackOffset, carSpeed, carSteer
0.014753,0.217922,0.136802,0.0200475,0.879577,0.218323,0.645362
0.0158007,0.221152,0.138147,0.0040613,0.866584,0.2358,0.63577
0.0158176,0.217948,0.136582,0.0180174,0.870883,0.258321,0.644144
0.108463,0.234862,0.115326,0.166447,0.0266246,0.465841,0.466535
0.114196,0.233666,0.103019,0.112774,-0.161486,0.496091,0.434331
0.121853,0.350375,0.088903,-0.0951772,-0.419493,0.494353,0.442894
0.0577585,0.213416,0.123442,-0.0539232,0.558722,0.419361,0.600979
0.01251,0.219869,0.133899,0.0114762,0.895801,0.196963,0.640219
0.204996,0.54654,0.0212165,0.0174166,-0.79924,0.624758,0.5
0.0817195,0.394268,0.133863,0.0335739,0.308923,0.484456,0.520144
0.053177,0.282219,0.154866,0.000488131,0.51551,0.397671,0.500293
0.0670885,0.201875,0.121541,-0.0676272,0.49607,0.428119,0.592757
0.052528,0.269108,0.15295,-0.0983753,0.420746,0.43206,0.440975
0.0215867,0.263766,0.147351,-0.00578806,0.812491,0.291728,0.496527
0.0413518,0.341914,0.158054,0.0805831,0.689143,0.362522,0.415016
0.145202,0.54588,0.084832,0.0791451,-0.0957297,0.529714,0.5
0.0229303,0.44887,0.205603,-0.0233651,0.780355,0.612417,0.5
0.0828615,0.200459,0.118302,-0.080563,0.413608,0.41456,0.584996
0.0171724,0.210807,0.136038,-0.0279779,0.846983,0.347469,0.616547
0.193948,0.430457,0.0170176,-0.0218741,-0.852139,0.648615,0.5
0.015111,0.221565,0.138506,0.00354038,0.871856,0.225042,0.635458
0.077103,0.368112,0.125815,-0.00403558,0.493536,0.465381,0.630912
0.0152397,0.220268,0.137841,0.00891226,0.872479,0.215787,0.638681
0.0168805,0.205532,0.133376,-0.000637869,0.858617,0.267392,0.632951
0.0149945,0.223458,0.139466,-0.00436502,0.870407,0.266124,0.497381
0.015428,0.223057,0.139166,-0.00344583,0.867195,0.232546,0.631266
0.0149175,0.218393,0.136995,0.0176829,0.877619,0.213363,0.643943
0.0489529,0.576685,0.181972,-0.0401571,0.515064,0.696492,0.5
0.110003,0.285138,0.112702,-0.000330581,0.429057,0.476742,0.633135
0.148469,0.561475,0.081756,0.0733788,-0.137577,0.559167,0.5
0.0149812,0.218552,0.137059,0.0168704,0.876888,0.214494,0.643456
0.0207627,0.57348,0.20503,-0.0163206,0.80398,0.550409,0.5
0.0892235,0.338588,0.123892,-0.093709,0.209678,0.518143,0.5
0.0131884,0.476291,0.204786,0.00317126,0.880538,0.716683,0.5
0.0140716,0.224127,0.140014,-0.00550704,0.877574,0.217843,0.496696
0.0176362,0.576115,0.207279,-0.0137251,0.834394,0.593778,0.5
0.138579,0.359455,0.069496,0.0466146,-0.360341,0.620008,0.5
0.0221351,0.224773,0.138393,-0.0230877,0.80632,0.33289,0.619481
0.206828,0.480381,0.0201375,0.0190022,-0.808825,0.592492,0.5
0.015837,0.224436,0.139749,-0.0100769,0.861819,0.22709,0.493954
0.111089,0.252073,0.108291,0.216336,0.119321,0.454008,0.496468
0.0339372,0.273803,0.147333,-0.0544852,0.682771,0.395909,0.600642
0.054748,0.531505,0.177903,-0.049638,0.447579,0.627488,0.5
0.0119162,0.206525,0.134924,0.00390466,0.89862,0.186944,0.502343
0.0166802,0.482421,0.197026,0.0143722,0.852596,0.615401,0.5
0.0194381,0.215896,0.138155,-0.0575539,0.817263,0.310517,0.598801
