78 114240 11643.542311060413 119793.42940819263 |[[ 0.80797029  1.          0.08362068]]|
79 114342 1458.7357660788571 28717.219211578369 |[[ -9.99806643e-01   1.00000000e+00   7.16150156e-04]]|
80 115128 12211.920369874253 179526.47411513329 |[[ 0.99611866  1.          0.13533743]]|
81 115145 229.56621609353269 1787.5638952255249 |[[-0.98967588  1.          0.02431919]]|
82 115545 5653.498698311605 109016.51783132553 |[[ 0.59467793  1.          0.08986263]]|
83 116353 12628.413890679458 151399.22227144241 |[[ 0.24989983  1.          0.09231398]]|
84 116774 7055.1986585641744 69700.617164850235 |[[-0.7305764   1.          0.11858907]]|
85 116960 3238.4718665516311 45854.696462154388 |[[-0.7609939   1.          0.06866007]]|
86 118074 20627.0505258597 353875.4750585556 |[[ 0.98772347  1.          0.11145081]]|
87 118151 1024.7815919074505 8352.7973432540894 |[[-0.80873424  1.          0.06971474]]|
88 119235 16862.816526265342 379814.45026040077 |[[-0.99921352  1.          0.31193212]]|
89 129235 233364.95639204019 4483619.648601532 |[[ 0.99880719  1.          0.43530968]]|
90 136314 184254.46382201542 4408958.109120369 |[[ 1.        1.        0.240225]]|
91 137706 36810.870410400516 1179887.9896497726 |[[-1.          1.          0.48350006]]|
92 138559 24037.176032516105 631722.18523025513 |[[ 1.          1.          0.53202564]]|
93 139235 20220.124037922931 532378.06720161438 |[[ 1.          1.          0.06237658]]|
94 142879 107753.38874199195 2469482.0205230713 |[[ 1.         1.         0.1420538]]|
95 144851 59128.216890075928 2027516.3953666687 |[[ 1.          1.          0.88725966]]|
96 154851 61903.339662613915 12601664.00557518 |[[-1.          1.          0.99999952]]|
97 158028 94225.165031575263 4046166.8609352112 |[[ 0.99999988  1.          0.1459018 ]]|
98 168028 219755.29323869961 13706557.314990997 |[[-1.          1.          0.02436647]]|
99 169297 60174.521268797165 1113902.7303619385 |[[ 1.          1.          0.00278082]]|
100 169904 36830.191599982107 531284.6418838501 |[[ 1.          1.          0.04034337]]|
101 170421 32523.937435016691 486551.35177612305 |[[ 1.          1.          0.02846277]]|
102 170924 32819.252414614391 613603.44510650635 |[[ 1.          1.          0.00187912]]|
103 171285 23525.555326464662 374798.88648223877 |[[ 1.          1.          0.76719177]]|
104 171779 31598.679766451081 578313.21382904053 |[[  1.00000000e+00   1.00000000e+00   7.40840136e-08]]|
105 171970 11679.655039725483 404415.7395324707 |[[-0.99978518  1.          0.55501288]]|
106 172125 9372.4518827824468 318471.6897354126 |[[ 0.9685567   1.          0.19237407]]|
107 172251 6920.1299626215632 206974.21578216553 |[[-0.08480942  1.          0.22747859]]|
108 172434 11536.597933729407 284094.27871704102 |[[-1.          1.          0.24235225]]|
109 172612 11145.909541484903 200841.21491241455 |[[-0.99996591  1.          0.00180228]]|
110 172769 9469.7648912965778 307793.04655456543 |[[-0.99999815  1.          0.01022117]]|
111 172885 6306.1446177597618 142529.17010498047 |[[  1.00000000e+00   1.00000000e+00   4.34917501e-06]]|
112 172981 5549.0604752460022 237674.28869628906 |[[  1.00000000e+00   1.00000000e+00   1.93157075e-06]]|
113 173063 4118.4369868534313 89623.414909362793 |[[  1.00000000e+00   1.00000000e+00   1.70771023e-06]]|
114 173321 15623.461989194409 1028304.0975952148 |[[ -1.00000000e+00   1.00000000e+00   2.61300447e-05]]|
115 173598 15533.350202653248 697744.19319152832 |[[ -1.00000000e+00   1.00000000e+00   1.36546427e-04]]|
116 173682 4037.3777403903869 124050.92470550537 |[[ -1.00000000e+00   1.00000000e+00   5.33507264e-05]]|
117 174043 20770.943225809897 712486.45087432861 |[[  9.99999762e-01   1.00000000e+00   5.16148134e-07]]|
118 174155 5629.5513690767511 271727.45721435547 |[[  1.00000000e+00   1.00000000e+00   9.20661387e-06]]|
119 174653 33560.13370451572 1177296.0928955078 |[[ -1.00000000e+00   1.00000000e+00   6.05059395e-05]]|
120 174738 4380.7146631131191 485477.64541625977 |[[ -1.00000000e+00   1.00000000e+00   4.37367889e-05]]|
121 174832 4477.8852604419117 125925.8528137207 |[[ -1.00000000e+00   1.00000000e+00   8.63927289e-06]]|
122 175178 20553.194703320787 1032028.2611999512 |[[  1.00000000e+00   1.00000000e+00   1.89010805e-07]]|
123 175259 3749.5686921974789 517427.92541503906 |[[  1.00000000e+00   1.00000000e+00   1.15508089e-06]]|
124 175355 4169.1144761324149 428787.34756469727 |[[ -1.00000000e+00   1.00000000e+00   2.72561192e-05]]|
125 175434 4127.9400902512652 419907.82118225098 |[[ -1.00000000e+00   1.00000000e+00   4.98578702e-05]]|
126 175529 4404.839343056733 148316.54750061035 |[[ -1.00000000e+00   1.00000000e+00   2.56373660e-05]]|
127 175626 4242.8108123432812 254037.70518493652 |[[ -1.00000000e+00   1.00000000e+00   1.12515027e-05]]|
128 175765 6715.3938965154075 413363.68464660645 |[[  1.00000000e+00   1.00000000e+00   9.46225668e-07]]|
129 176020 14297.918957140453 696873.64120483398 |[[ -1.00000000e+00   1.00000000e+00   1.15620014e-05]]|
130 176099 3990.938844955132 169987.22909545898 |[[  1.00000000e+00   1.00000000e+00   4.76543448e-07]]|
131 176443 20166.315459386456 1108085.7426757812 |[[  1.00000000e+00   1.00000000e+00   4.40742838e-07]]|
132 176526 4095.4275254798772 310968.00954437256 |[[  1.00000000e+00   1.00000000e+00   5.96084988e-07]]|
133 176604 3920.9777881404657 90366.526062011719 |[[ -9.99998450e-01   1.00000000e+00   2.43465752e-06]]|
134 176955 21347.586082927348 1486375.7014007568 |[[  1.00000000e+00   1.00000000e+00   6.29384758e-08]]|
135 177078 6940.620314179655 780667.34074401855 |[[ -1.00000000e+00   1.00000000e+00   4.59657855e-07]]|
136 177158 3929.3191455522483 127344.86791992188 |[[ -1.00000000e+00   1.00000000e+00   2.99089425e-05]]|
137 177347 10738.822571449145 658598.34364318848 |[[-1.          1.          0.06700079]]|
138 177849 32098.103755374806 1831682.1307525635 |[[ -1.00000000e+00   1.00000000e+00   7.68553036e-07]]|
139 178344 32791.676998377887 1583714.424621582 |[[ -9.99998868e-01   1.00000000e+00   3.68885048e-06]]|
140 178607 16726.672011386669 799564.36454772949 |[[  1.00000000e+00   1.00000000e+00   6.35896731e-06]]|
141 178955 21640.087306797948 2010080.3027801514 |[[ -2.27706611e-01   1.00000000e+00   2.28289332e-06]]|
142 179086 7898.3855381043413 464152.57302856445 |[[  1.00000000e+00   1.00000000e+00   2.04231057e-07]]|
143 179166 4670.3254942802096 128500.36923217773 |[[ -1.00000000e+00   1.00000000e+00   2.90534717e-06]]|
144 179243 3839.9581663982058 578740.60391235352 |[[  1.00000000e+00   1.00000000e+00   9.97570851e-07]]|
145 179417 10432.333564412969 478654.8094329834 |[[ -1.00000000e+00   1.00000000e+00   1.53739184e-05]]|
146 179528 6090.4196713334295 467809.9150390625 |[[  1.00000000e+00   1.00000000e+00   2.52685231e-06]]|
147 179641 6037.4192119948439 1090146.1558227539 |[[  1.00000000e+00   1.00000000e+00   4.02727483e-06]]|
148 179763 7137.7894814006822 966206.31048583984 |[[ -1.00000000e+00   1.00000000e+00   3.52813440e-05]]|
149 179973 12734.583782338874 1039306.2622680664 |[[  1.00000000e+00   1.00000000e+00   9.72058558e-08]]|
150 180086 6592.6617320508603 1285588.1513671875 |[[  1.00000000e+00   1.00000000e+00   6.66280448e-06]]|
151 180474 25375.166155995477 2343548.0256958008 |[[ -1.00000000e+00   1.00000000e+00   9.34871935e-07]]|
152 180938 30273.050014122502 3868536.8858642578 |[[  9.99627948e-01   1.00000000e+00   2.49570417e-06]]|
153 181114 11522.345911540728 1844460.2250061035 |[[ -1.00000000e+00   1.00000000e+00   5.85771204e-07]]|
154 181196 4351.1839203746813 420295.14755249023 |[[  1.00000000e+00   1.00000000e+00   2.94762373e-07]]|
155 181308 6175.5983560338391 733852.80233764648 |[[  1.00000000e+00   1.00000000e+00   1.47425862e-06]]|
156 181496 10858.200970342565 706229.37593078613 |[[  9.96675849e-01   1.00000000e+00   3.44115665e-06]]|
157 181637 8631.0581913359929 740449.75549316406 |[[ -1.00000000e+00   1.00000000e+00   1.66841983e-05]]|
158 181753 7066.7195164151899 523938.90005493164 |[[ -1.00000000e+00   1.00000000e+00   1.00071820e-05]]|
159 181925 10450.845507246553 1147895.8606262207 |[[ -9.99930024e-01   1.00000000e+00   4.97375549e-06]]|
160 182411 32121.214604052719 3031832.8971862793 |[[  1.00000000e+00   1.00000000e+00   8.87322571e-08]]|
161 182492 4431.7407449159673 413425.66128540039 |[[  1.00000000e+00   1.00000000e+00   9.38982112e-07]]|
162 182671 10681.02332414052 646772.10003662109 |[[  1.00000000e+00   1.00000000e+00   1.85139615e-05]]|
163 182788 6603.9709570746591 857264.02015686035 |[[  1.00000000e+00   1.00000000e+00   3.97197527e-06]]|
164 183283 31624.56779307553 4026575.025177002 |[[  1.00000000e+00   1.00000000e+00   9.30163606e-06]]|
165 183469 11031.050102468398 777960.06541442871 |[[  1.00000000e+00   1.00000000e+00   3.11778203e-05]]|
166 183567 5310.7700203516733 890459.50991821289 |[[ -1.00000000e+00   1.00000000e+00   1.41513431e-06]]|
167 183755 10783.276968053839 2261158.1084289551 |[[  1.00000000e+00   1.00000000e+00   4.34523088e-07]]|
168 184260 31503.955539828701 3685635.1199951172 |[[ -1.00000000e+00   1.00000000e+00   8.02043451e-06]]|
169 184365 5776.8641332405195 1068455.7668762207 |[[  1.00000000e+00   1.00000000e+00   7.97036080e-07]]|
170 184544 10527.97209141522 1059448.6889343262 |[[ -1.00000000e+00   1.00000000e+00   8.88705290e-06]]|
171 184661 6861.2110107000708 1220204.552734375 |[[  1.00000000e+00   1.00000000e+00   1.36404401e-06]]|
172 184770 5798.5192832559078 1294364.9399108887 |[[ -1.00000000e+00   1.00000000e+00   3.08487046e-07]]|
173 185120 21253.991370933636 2907966.9290161133 |[[ -1.00000000e+00   1.00000000e+00   2.08463433e-07]]|
174 185208 4947.4410605880121 516542.05911254883 |[[ -8.03026140e-01   1.00000000e+00   1.30469675e-06]]|
175 185653 29490.572469744315 4370736.8291320801 |[[  1.00000000e+00   1.00000000e+00   8.21725280e-07]]|
176 185831 10897.403097659077 3226318.5675048828 |[[ -1.00000000e+00   1.00000000e+00   2.76038782e-06]]|
177 185908 4217.3276407239364 916578.49188232422 |[[ -1.00000000e+00   1.00000000e+00   9.10484869e-06]]|
178 186272 22928.290610001051 4679326.5064086914 |[[  9.90282774e-01   1.00000000e+00   7.89827439e-08]]|
179 186428 9172.4154631244164 2579700.9696044922 |[[ -1.00000000e+00   1.00000000e+00   2.72939098e-04]]|
180 186587 9174.760266406427 1063411.6680297852 |[[  1.00000000e+00   1.00000000e+00   5.20023704e-08]]|
181 187082 32863.273209783794 5415410.9245605469 |[[ -1.00000000e+00   1.00000000e+00   5.67567586e-05]]|
182 187302 13102.971345181621 1411055.0648498535 |[[ -1.00000000e+00   1.00000000e+00   1.04317644e-06]]|
183 187803 31864.399339786447 6166796.580078125 |[[ -1.00000000e+00   1.00000000e+00   2.05282913e-06]]|
184 187982 11037.62429022417 2431917.1375427246 |[[  1.00000000e+00   1.00000000e+00   6.39018083e-07]]|
185 188423 27640.477560856067 3862347.5357971191 |[[ -1.00000000e+00   1.00000000e+00   1.19855329e-07]]|
186 188503 3950.9958238223853 1167563.6280517578 |[[  1.00000000e+00   1.00000000e+00   1.40165781e-08]]|
187 188629 6869.0588044235219 1235595.1108703613 |[[  1.00000000e+00   1.00000000e+00   8.20175998e-08]]|
188 189118 31408.202015705676 5168795.8364562988 |[[  1.00000000e+00   1.00000000e+00   1.03636966e-09]]|
189 189560 29676.820024978937 6117517.0026855469 |[[ -9.98097718e-01   1.00000000e+00   5.58471982e-07]]|
190 189637 4244.4108092696661 833040.2629699707 |[[  1.00000000e+00   1.00000000e+00   2.56238089e-08]]|
191 189768 7558.8857592836466 1056000.8721618652 |[[  1.00000000e+00   1.00000000e+00   4.52897364e-09]]|
192 189943 11205.366496144799 2904788.3620605469 |[[  1.00000000e+00   1.00000000e+00   5.70919292e-06]]|
193 190067 7036.6746984939919 1972973.3933105469 |[[  1.00000000e+00   1.00000000e+00   3.54414487e-06]]|
194 190126 2662.9781084495926 925832.93206787109 |[[ -1.00000000e+00   1.00000000e+00   3.04854126e-04]]|
195 190630 32415.194978943895 7497813.8649291992 |[[ -1.00000000e+00   1.00000000e+00   2.86124560e-07]]|
196 190793 9114.8340021984859 2036289.7675170898 |[[ -1.00000000e+00   1.00000000e+00   1.46811541e-08]]|
197 191233 27227.909809036992 4738654.9144592285 |[[ -1.00000000e+00   1.00000000e+00   4.51369253e-09]]|
198 191355 6939.0039270282432 2003108.0308303833 |[[  1.00000000e+00   1.00000000e+00   5.56136115e-07]]|
199 191480 7783.5659261953097 2294377.3760986328 |[[  1.00000000e+00   1.00000000e+00   2.03719974e-08]]|
200 191604 7910.741228001003 1550661.7682495117 |[[  1.00000000e+00   1.00000000e+00   2.67031908e-09]]|
201 192097 30897.343963575229 5874612.731628418 |[[  1.00000000e+00   1.00000000e+00   2.32665357e-07]]|
202 192178 4127.5301664248609 631206.64953613281 |[[  1.00000000e+00   1.00000000e+00   4.15447587e-08]]|
203 192255 3839.5897479607029 1187887.1055297852 |[[  1.00000000e+00   1.00000000e+00   2.57241295e-09]]|
204 192698 28003.105731184922 5879750.3812866211 |[[  1.00000000e+00   1.00000000e+00   5.43693773e-07]]|
205 193139 28637.042321873028 5637832.3037719727 |[[ -1.00000000e+00   1.00000000e+00   5.44929186e-08]]|
206 193260 6856.6078145676047 2346184.6900024414 |[[  1.00000000e+00   1.00000000e+00   3.58483909e-09]]|
207 193378 7129.170392451967 2306125.7515563965 |[[  1.00000000e+00   1.00000000e+00   2.60805280e-07]]|
208 193457 3938.4652544906176 1330771.6912841797 |[[  1.00000000e+00   1.00000000e+00   4.01523481e-09]]|
209 193918 29120.653707615347 5378427.1052856445 |[[  1.00000000e+00   1.00000000e+00   1.23184837e-10]]|
210 194075 9260.5005950316663 2953294.5260620117 |[[  1.00000000e+00   1.00000000e+00   4.29400480e-08]]|
211 194156 3523.2395153698617 2206684.4724731445 |[[ -1.00000000e+00   1.00000000e+00   5.67576706e-07]]|
212 194237 4126.5876699227647 1270882.3430175781 |[[  1.00000000e+00   1.00000000e+00   1.48780295e-08]]|
213 194361 6471.704020646408 1285330.9624938965 |[[ -1.00000000e+00   1.00000000e+00   1.15125394e-08]]|
214 194486 7025.9274167004978 3295541.940612793 |[[  1.00000000e+00   1.00000000e+00   1.88762044e-11]]|
215 194715 12800.226229458063 3315992.8674316406 |[[ -1.00000000e+00   1.00000000e+00   3.80616250e-09]]|
216 194833 6744.8991541976875 1351223.6393432617 |[[ -1.00000000e+00   1.00000000e+00   2.31007942e-08]]|
217 194937 4714.1636246184744 2231684.9909667969 |[[ -1.00000000e+00   1.00000000e+00   3.66143144e-10]]|
218 195102 9104.9498063920037 1144330.8863220215 |[[ -1.00000000e+00   1.00000000e+00   1.91088692e-08]]|
219 195231 7211.0728236513505 3504950.8074951172 |[[  1.00000000e+00   1.00000000e+00   1.44607686e-08]]|
220 195398 9009.5898027311869 2681875.3504638672 |[[  1.00000000e+00   1.00000000e+00   1.00410985e-10]]|
221 195576 10070.998352268482 3233673.0333862305 |[[  1.00000000e+00   1.00000000e+00   1.10481585e-06]]|
222 195700 7406.4277199135668 1628894.8647460938 |[[ -1.00000000e+00   1.00000000e+00   4.89590501e-09]]|
223 196142 26792.944858790197 8286830.5232543945 |[[ -1.00000000e+00   1.00000000e+00   2.94425519e-07]]|
224 196221 3560.1258414935269 776078.8291015625 |[[  1.00000000e+00   1.00000000e+00   8.46019077e-08]]|
225 196298 3375.4780505176996 1851178.8049316406 |[[  1.00000000e+00   1.00000000e+00   9.12584136e-13]]|
226 196417 6432.3931544655979 1920231.12890625 |[[ -1.00000000e+00   1.00000000e+00   7.25545775e-08]]|
227 196502 3810.4185643640953 1476069.6333618164 |[[ -1.00000000e+00   1.00000000e+00   9.61046709e-09]]|
228 196950 28051.80034661484 9458230.2465820312 |[[ -1.00000000e+00   1.00000000e+00   3.44515513e-07]]|
229 197117 8920.7532574566958 2897145.3203887939 |[[  1.00000000e+00   1.00000000e+00   1.61753333e-10]]|
230 197595 28941.637871906791 7649263.0269775391 |[[  1.00000000e+00   1.00000000e+00   9.68650382e-10]]|
231 197723 6004.93769218547 1958328.4377441406 |[[  1.00000000e+00   1.00000000e+00   7.04297620e-10]]|
232 198217 31291.471981093426 12137038.721679688 |[[  1.00000000e+00   1.00000000e+00   1.31720554e-08]]|
233 198707 29537.124704344984 8629243.4968261719 |[[ -1.00000000e+00   1.00000000e+00   3.07034842e-09]]|
234 199190 29503.231158823954 10767980.835205078 |[[  1.00000000e+00   1.00000000e+00   4.45358611e-11]]|
235 199310 5838.1317563846605 4391693.2347412109 |[[ -1.00000000e+00   1.00000000e+00   4.72056394e-10]]|
236 199809 31148.441785856576 11033620.827453613 |[[ -1.00000000e+00   1.00000000e+00   9.13577409e-08]]|
237 199924 6352.0109373298592 2114729.6879272461 |[[  1.00000000e+00   1.00000000e+00   1.44864973e-08]]|
238 200399 28906.241759201195 13342519.923828125 |[[  1.00000000e+00   1.00000000e+00   1.88713346e-12]]|
239 200530 6869.6748563717101 2509232.3072509766 |[[ -1.00000000e+00   1.00000000e+00   7.87497427e-08]]|
240 200651 6980.3753445893608 3193881.2927246094 |[[ -1.00000000e+00   1.00000000e+00   5.36624967e-09]]|
241 201140 30628.705506984195 13988130.166442871 |[[  1.00000000e+00   1.00000000e+00   1.69657230e-08]]|
242 201595 27029.037985502888 12082331.382202148 |[[ -1.00000000e+00   1.00000000e+00   2.07019471e-10]]|
243 201721 6857.6298013993082 5005362.1180419922 |[[  1.00000000e+00   1.00000000e+00   5.38681766e-10]]|
244 201859 7180.7131662941274 2731098.2796630859 |[[ -1.00000000e+00   1.00000000e+00   3.18661608e-09]]|
245 201995 6819.6308735510956 2802333.8170166016 |[[ -1.00000000e+00   1.00000000e+00   2.81587687e-09]]|
246 202113 6447.0614026924304 2591228.5895385742 |[[  1.00000000e+00   1.00000000e+00   1.59529012e-09]]|
247 202192 3802.5157420296327 3058044.6013183594 |[[ -1.00000000e+00   1.00000000e+00   1.22446423e-07]]|
248 202596 25260.148861869347 10623446.552612305 |[[ -1.00000000e+00   1.00000000e+00   1.67960257e-10]]|
249 202680 4123.1260593605475 967213.76342773438 |[[  1.00000000e+00   1.00000000e+00   1.08093014e-11]]|
250 202793 5978.819476140693 2963848.9290771484 |[[ -1.00000000e+00   1.00000000e+00   6.78341661e-10]]|
251 202881 4083.2764455962115 3028222.5982666016 |[[ -1.00000000e+00   1.00000000e+00   1.26195721e-08]]|
252 202962 4127.5301664248609 1390385.3944091797 |[[  1.00000000e+00   1.00000000e+00   1.52609619e-10]]|
253 203077 6624.8686432322193 3354136.1365356445 |[[ -1.00000000e+00   1.00000000e+00   1.54230251e-09]]|
254 203196 6137.5730029661963 4755193.0354614258 |[[ -1.00000000e+00   1.00000000e+00   2.17356327e-10]]|
255 203277 4127.5301664248609 2086119.3896484375 |[[  1.00000000e+00   1.00000000e+00   1.29476846e-10]]|
256 203358 4127.5301664248609 2079368.4829101562 |[[  1.00000000e+00   1.00000000e+00   1.17581694e-10]]|
257 203439 4127.5301664248609 1834336.8190917969 |[[  1.00000000e+00   1.00000000e+00   1.07252894e-10]]|
258 203520 4128.4025584507417 1727081.0131835938 |[[  1.00000000e+00   1.00000000e+00   1.29330005e-10]]|
259 203599 3675.0730389115674 2990084.6159667969 |[[ -1.00000000e+00   1.00000000e+00   9.11896614e-10]]|
260 203764 9232.1828538659702 2709397.2336425781 |[[  1.00000000e+00   1.00000000e+00   8.33646947e-15]]|
261 203940 9189.5134539038409 3835873.6333618164 |[[ -1.00000000e+00   1.00000000e+00   1.48716595e-10]]|
262 204144 12554.186556673365 6105637.0139160156 |[[  1.00000000e+00   1.00000000e+00   5.69958685e-13]]|
263 204645 31540.445258374457 16254889.190246582 |[[  1.00000000e+00   1.00000000e+00   4.45322579e-09]]|
264 205157 33570.537073898318 13166756.493469238 |[[ -1.00000000e+00   1.00000000e+00   1.12293685e-08]]|
265 205242 4529.0011008921929 2299418.701171875 |[[  9.93805110e-01   1.00000000e+00   2.04648423e-08]]|
266 205406 10102.100198504761 6231988.0834960938 |[[  1.00000000e+00   1.00000000e+00   1.06518005e-13]]|
267 205532 6821.2491419525586 3138333.5402832031 |[[ -1.00000000e+00   1.00000000e+00   2.76738549e-10]]|
